keyword,store_id,zip_code
pilot bread,,99504
pilot bread,,99515
pilot bread,,99577
pilot bread,,99611
pilot bread,,99615
pilot bread,,99654
pilot bread,,99701
pilot bread,,99901
pilot bread,,97060
pilot bread,,98057
pineapple,,99503
pineapple,,99504
pineapple,,99515
pineapple,,99577
pineapple,,99611
pineapple,,99615
pineapple,,99654
pineapple,,99701
pineapple,,99901
pineapple,,97060
pineapple,,98057
Pinto,,99503
Pinto,,99504
Pinto,,99515
Pinto,,99577
Pinto,,99611
Pinto,,99615
Pinto,,99654
Pinto,,99701
Pinto,,99901
Pinto,,97060
Pinto,,98057
Pizza,,99503
Pizza,,99504
Pizza,,99515
Pizza,,99577
Pizza,,99611
Pizza,,99615
Pizza,,99654
Pizza,,99701
Pizza,,99901
Pizza,,97060
Pizza,,98057
Plantain,,99503
Plantain,,99504
Plantain,,99515
Plantain,,99577
Plantain,,99611
Plantain,,99615
Plantain,,99654
Plantain,,99701
Plantain,,99901
Plantain,,97060
Plantain,,98057
plums,,99503
plums,,99504
plums,,99515
plums,,99577
plums,,99611
plums,,99615
plums,,99654
plums,,99701
plums,,99901
plums,,97060
plums,,98057
Popcorn,,99503
Popcorn,,99504
Popcorn,,99515
Popcorn,,99577
Popcorn,,99611
Popcorn,,99615
Popcorn,,99654
Popcorn,,99701
Popcorn,,99901
Popcorn,,97060
Popcorn,,98057
Poppy seed,,99503
Poppy seed,,99504
Poppy seed,,99515
Poppy seed,,99577
Poppy seed,,99611
Poppy seed,,99615
Poppy seed,,99654
Poppy seed,,99701
Poppy seed,,99901
Poppy seed,,97060
Poppy seed,,98057
pork chop,,99503
pork chop,,99504
pork chop,,99515
pork chop,,99577
pork chop,,99611
pork chop,,99615
pork chop,,99654
pork chop,,99701
pork chop,,99901
pork chop,,97060
pork chop,,98057
Pork,,99503
Pork,,99504
Pork,,99515
Pork,,99577
Pork,,99611
Pork,,99615
Pork,,99654
Pork,,99701
Pork,,99901
Pork,,97060
Pork,,98057
potatoes,,99503
potatoes,,99504
potatoes,,99515
potatoes,,99577
potatoes,,99611
potatoes,,99615
potatoes,,99654
potatoes,,99701
potatoes,,99901
potatoes,,97060
potatoes,,98057
powder laundry detergent,,99503
powder laundry detergent,,99504
powder laundry detergent,,99515
powder laundry detergent,,99577
powder laundry detergent,,99611
powder laundry detergent,,99615
powder laundry detergent,,99654
powder laundry detergent,,99701
powder laundry detergent,,99901
powder laundry detergent,,97060
powder laundry detergent,,98057
preserve,,99503
preserve,,99504
preserve,,99515
preserve,,99577
preserve,,99611
preserve,,99615
preserve,,99654
preserve,,99701
preserve,,99901
preserve,,97060
preserve,,98057
Prune,,99503
Prune,,99504
Prune,,99515
Prune,,99577
Prune,,99611
Prune,,99615
Prune,,99654
Prune,,99701
Prune,,99901
Prune,,97060
Prune,,98057
Pudding,,99503
Pudding,,99504
Pudding,,99515
Pudding,,99577
Pudding,,99611
Pudding,,99615
Pudding,,99654
Pudding,,99701
Pudding,,99901
Pudding,,97060
Pudding,,98057
Pumpkin,,99503
Pumpkin,,99504
Pumpkin,,99515
Pumpkin,,99577
Pumpkin,,99611
Pumpkin,,99615
Pumpkin,,99654
Pumpkin,,99701
Pumpkin,,99901
Pumpkin,,97060
Pumpkin,,98057
Quinoa,,99503
Quinoa,,99504
Quinoa,,99515
Quinoa,,99577
Quinoa,,99611
Quinoa,,99615
Quinoa,,99654
Quinoa,,99701
Quinoa,,99901
Quinoa,,97060
Quinoa,,98057
radishes,,99503
radishes,,99504
radishes,,99515
radishes,,99577
radishes,,99611
radishes,,99615
radishes,,99654
radishes,,99701
radishes,,99901
radishes,,97060
radishes,,98057
ramen,,99503
ramen,,99504
ramen,,99515
ramen,,99577
ramen,,99611
ramen,,99615
ramen,,99654
ramen,,99701
ramen,,99901
ramen,,97060
ramen,,98057
Ravioli,,99503
Ravioli,,99504
Ravioli,,99515
Ravioli,,99577
Ravioli,,99611
Ravioli,,99615
Ravioli,,99654
Ravioli,,99701
Ravioli,,99901
Ravioli,,97060
Ravioli,,98057
razor,,99503
razor,,99504
razor,,99515
razor,,99577
razor,,99611
razor,,99615
razor,,99654
razor,,99701
razor,,99901
razor,,97060
razor,,98057
relish,,99503
relish,,99504
relish,,99515
relish,,99577
relish,,99611
relish,,99615
relish,,99654
relish,,99701
relish,,99901
relish,,97060
relish,,98057
rice,,99503
rice,,99504
rice,,99515
rice,,99577
rice,,99611
rice,,99615
rice,,99654
rice,,99701
rice,,99901
rice,,97060
rice,,98057
Roll,,99503
Roll,,99504
Roll,,99515
Roll,,99577
Roll,,99611
Roll,,99615
Roll,,99654
Roll,,99701
Roll,,99901
Roll,,97060
Roll,,98057
Salad,,99503
Salad,,99504
Salad,,99515
Salad,,99577
Salad,,99611
Salad,,99615
Salad,,99654
Salad,,99701
Salad,,99901
Salad,,97060
Salad,,98057
Salsa,,99503
Salsa,,99504
Salsa,,99515
Salsa,,99577
Salsa,,99611
Salsa,,99615
Salsa,,99654
Salsa,,99701
Salsa,,99901
Salsa,,97060
Salsa,,98057
Salt,,99503
Salt,,99504
Salt,,99515
Salt,,99577
Salt,,99611
Salt,,99615
Salt,,99654
Salt,,99701
Salt,,99901
Salt,,97060
Salt,,98057
saltine,,99503
saltine,,99504
saltine,,99515
saltine,,99577
saltine,,99611
saltine,,99615
saltine,,99654
saltine,,99701
saltine,,99901
saltine,,97060
saltine,,98057
Sandwich,,99503
Sandwich,,99504
Sandwich,,99515
Sandwich,,99577
Sandwich,,99611
Sandwich,,99615
Sandwich,,99654
Sandwich,,99701
Sandwich,,99901
Sandwich,,97060
Sandwich,,98057
Sauce,,99503
Sauce,,99504
Sauce,,99515
Sauce,,99577
Sauce,,99611
Sauce,,99615
Sauce,,99654
Sauce,,99701
Sauce,,99901
Sauce,,97060
Sauce,,98057
Sauerkraut,,99503
Sauerkraut,,99504
Sauerkraut,,99515
Sauerkraut,,99577
Sauerkraut,,99611
Sauerkraut,,99615
Sauerkraut,,99654
Sauerkraut,,99701
Sauerkraut,,99901
Sauerkraut,,97060
Sauerkraut,,98057
Seafood,,99503
Seafood,,99504
Seafood,,99515
Seafood,,99577
Seafood,,99611
Seafood,,99615
Seafood,,99654
Seafood,,99701
Seafood,,99901
Seafood,,97060
Seafood,,98057
Sesame,,99503
Sesame,,99504
Sesame,,99515
Sesame,,99577
Sesame,,99611
Sesame,,99615
Sesame,,99654
Sesame,,99701
Sesame,,99901
Sesame,,97060
Sesame,,98057
shampoo,,99503
shampoo,,99504
shampoo,,99515
shampoo,,99577
shampoo,,99611
shampoo,,99615
shampoo,,99654
shampoo,,99701
shampoo,,99901
shampoo,,97060
shampoo,,98057
shaving cream,,99503
shaving cream,,99504
shaving cream,,99515
shaving cream,,99577
shaving cream,,99611
shaving cream,,99615
shaving cream,,99654
shaving cream,,99701
shaving cream,,99901
shaving cream,,97060
shaving cream,,98057
Sherbet,,99503
Sherbet,,99504
Sherbet,,99515
Sherbet,,99577
Sherbet,,99611
Sherbet,,99615
Sherbet,,99654
Sherbet,,99701
Sherbet,,99901
Sherbet,,97060
Sherbet,,98057
Snack,,99503
Snack,,99504
Snack,,99515
Snack,,99577
Snack,,99611
Snack,,99615
Snack,,99654
Snack,,99701
Snack,,99901
Snack,,97060
Snack,,98057
Soft drink,,99503
Soft drink,,99504
Soft drink,,99515
Soft drink,,99577
Soft drink,,99611
Soft drink,,99615
Soft drink,,99654
Soft drink,,99701
Soft drink,,99901
Soft drink,,97060
Soft drink,,98057
Soup,,99503
Soup,,99504
Soup,,99515
Soup,,99577
Soup,,99611
Soup,,99615
Soup,,99654
Soup,,99701
Soup,,99901
Soup,,97060
Soup,,98057
sour cream,,99503
sour cream,,99504
sour cream,,99515
sour cream,,99577
sour cream,,99611
sour cream,,99615
sour cream,,99654
sour cream,,99701
sour cream,,99901
sour cream,,97060
sour cream,,98057
Soy,,99503
Soy,,99504
Soy,,99515
Soy,,99577
Soy,,99611
Soy,,99615
Soy,,99654
Soy,,99701
Soy,,99901
Soy,,97060
Soy,,98057
Soybean,,99503
Soybean,,99504
Soybean,,99515
Soybean,,99577
Soybean,,99611
Soybean,,99615
Soybean,,99654
Soybean,,99701
Soybean,,99901
Soybean,,97060
Soybean,,98057
spaghetti,,99503
spaghetti,,99504
spaghetti,,99515
spaghetti,,99577
spaghetti,,99611
spaghetti,,99615
spaghetti,,99654
spaghetti,,99701
spaghetti,,99901
spaghetti,,97060
spaghetti,,98057
spam,,99503
spam,,99504
spam,,99515
spam,,99577
spam,,99611
spam,,99615
spam,,99654
spam,,99701
spam,,99901
spam,,97060
spam,,98057
Spice,,99503
Spice,,99504
Spice,,99515
Spice,,99577
Spice,,99611
Spice,,99615
Spice,,99654
Spice,,99701
Spice,,99901
Spice,,97060
Spice,,98057
spinach,,99503
spinach,,99504
spinach,,99515
spinach,,99577
spinach,,99611
spinach,,99615
spinach,,99654
spinach,,99701
spinach,,99901
spinach,,97060
spinach,,98057
squash,,99503
squash,,99504
squash,,99515
squash,,99577
squash,,99611
squash,,99615
squash,,99654
squash,,99701
squash,,99901
squash,,97060
squash,,98057
steak,,99503
steak,,99504
steak,,99515
steak,,99577
steak,,99611
steak,,99615
steak,,99654
steak,,99701
steak,,99901
steak,,97060
steak,,98057
strawberries,,99503
strawberries,,99504
strawberries,,99515
strawberries,,99577
strawberries,,99611
strawberries,,99615
strawberries,,99654
strawberries,,99701
strawberries,,99901
strawberries,,97060
strawberries,,98057
strawberry jam,,99503
strawberry jam,,99504
strawberry jam,,99515
strawberry jam,,99577
strawberry jam,,99611
strawberry jam,,99615
strawberry jam,,99654
strawberry jam,,99701
strawberry jam,,99901
strawberry jam,,97060
strawberry jam,,98057
Strawberry,,99503
Strawberry,,99504
Strawberry,,99515
Strawberry,,99577
Strawberry,,99611
Strawberry,,99615
Strawberry,,99654
Strawberry,,99701
Strawberry,,99901
Strawberry,,97060
Strawberry,,98057
sugar,,99503
sugar,,99504
sugar,,99515
sugar,,99577
sugar,,99611
sugar,,99615
sugar,,99654
sugar,,99701
sugar,,99901
sugar,,97060
sugar,,98057
sweet potatoes,,99503
sweet potatoes,,99504
sweet potatoes,,99515
sweet potatoes,,99577
sweet potatoes,,99611
sweet potatoes,,99615
sweet potatoes,,99654
sweet potatoes,,99701
sweet potatoes,,99901
sweet potatoes,,97060
sweet potatoes,,98057
Sweetener,,99503
Sweetener,,99504
Sweetener,,99515
Sweetener,,99577
Sweetener,,99611
Sweetener,,99615
Sweetener,,99654
Sweetener,,99701
Sweetener,,99901
Sweetener,,97060
Sweetener,,98057
swiss chard,,99503
swiss chard,,99504
swiss chard,,99515
swiss chard,,99577
swiss chard,,99611
swiss chard,,99615
swiss chard,,99654
swiss chard,,99701
swiss chard,,99901
swiss chard,,97060
swiss chard,,98057
Syrup,,99503
Syrup,,99504
Syrup,,99515
Syrup,,99577
Syrup,,99611
Syrup,,99615
Syrup,,99654
Syrup,,99701
Syrup,,99901
Syrup,,97060
Syrup,,98057
Tahini,,99503
Tahini,,99504
Tahini,,99515
Tahini,,99577
Tahini,,99611
Tahini,,99615
Tahini,,99654
Tahini,,99701
Tahini,,99901
Tahini,,97060
Tahini,,98057
Tangerine,,99503
Tangerine,,99504
Tangerine,,99515
Tangerine,,99577
Tangerine,,99611
Tangerine,,99615
Tangerine,,99654
Tangerine,,99701
Tangerine,,99901
Tangerine,,97060
Tangerine,,98057
tea,,99503
tea,,99504
tea,,99515
tea,,99577
tea,,99611
tea,,99615
tea,,99654
tea,,99701
tea,,99901
tea,,97060
tea,,98057
toilet paper,,99503
toilet paper,,99504
toilet paper,,99515
toilet paper,,99577
toilet paper,,99611
toilet paper,,99615
toilet paper,,99654
toilet paper,,99701
toilet paper,,99901
toilet paper,,97060
toilet paper,,98057
tomatoes,,99503
tomatoes,,99504
tomatoes,,99515
tomatoes,,99577
tomatoes,,99611
tomatoes,,99615
tomatoes,,99654
tomatoes,,99701
tomatoes,,99901
tomatoes,,97060
tomatoes,,98057
toothpaste,,99503
toothpaste,,99504
toothpaste,,99515
toothpaste,,99577
toothpaste,,99611
toothpaste,,99615
toothpaste,,99654
toothpaste,,99701
toothpaste,,99901
toothpaste,,97060
toothpaste,,98057
Topping,,99503
Topping,,99504
Topping,,99515
Topping,,99577
Topping,,99611
Topping,,99615
Topping,,99654
Topping,,99701
Topping,,99901
Topping,,97060
Topping,,98057
tortilla,,99503
tortilla,,99504
tortilla,,99515
tortilla,,99577
tortilla,,99611
tortilla,,99615
tortilla,,99654
tortilla,,99701
tortilla,,99901
tortilla,,97060
tortilla,,98057
tuna,,99503
tuna,,99504
tuna,,99515
tuna,,99577
tuna,,99611
tuna,,99615
tuna,,99654
tuna,,99701
tuna,,99901
tuna,,97060
tuna,,98057
Turnip,,99503
Turnip,,99504
Turnip,,99515
Turnip,,99577
Turnip,,99611
Turnip,,99615
Turnip,,99654
Turnip,,99701
Turnip,,99901
Turnip,,97060
Turnip,,98057
vanilla ice cream,,99503
vanilla ice cream,,99504
vanilla ice cream,,99515
vanilla ice cream,,99577
vanilla ice cream,,99611
vanilla ice cream,,99615
vanilla ice cream,,99654
vanilla ice cream,,99701
vanilla ice cream,,99901
vanilla ice cream,,97060
vanilla ice cream,,98057
vegetable oil,,99503
vegetable oil,,99504
vegetable oil,,99515
vegetable oil,,99577
vegetable oil,,99611
vegetable oil,,99615
vegetable oil,,99654
vegetable oil,,99701
vegetable oil,,99901
vegetable oil,,97060
vegetable oil,,98057
Vegetable,,99503
Vegetable,,99504
Vegetable,,99515
Vegetable,,99577
Vegetable,,99611
Vegetable,,99615
Vegetable,,99654
Vegetable,,99701
Vegetable,,99901
Vegetable,,97060
Vegetable,,98057
Vinegar,,99503
Vinegar,,99504
Vinegar,,99515
Vinegar,,99577
Vinegar,,99611
Vinegar,,99615
Vinegar,,99654
Vinegar,,99701
Vinegar,,99901
Vinegar,,97060
Vinegar,,98057
watermelon,,99503
watermelon,,99504
watermelon,,99515
watermelon,,99577
watermelon,,99611
watermelon,,99615
watermelon,,99654
watermelon,,99701
watermelon,,99901
watermelon,,97060
watermelon,,98057
wheat bread,,99503
wheat bread,,99504
wheat bread,,99515
wheat bread,,99577
wheat bread,,99611
wheat bread,,99615
wheat bread,,99654
wheat bread,,99701
wheat bread,,99901
wheat bread,,97060
wheat bread,,98057
wheat,,99503
wheat,,99504
wheat,,99515
wheat,,99577
wheat,,99611
wheat,,99615
wheat,,99654
wheat,,99701
wheat,,99901
wheat,,97060
wheat,,98057
Whipped,,99503
Whipped,,99504
Whipped,,99515
Whipped,,99577
Whipped,,99611
Whipped,,99615
Whipped,,99654
Whipped,,99701
Whipped,,99901
Whipped,,97060
Whipped,,98057
white bread,,99503
white bread,,99504
white bread,,99515
white bread,,99577
white bread,,99611
white bread,,99615
white bread,,99654
white bread,,99701
white bread,,99901
white bread,,97060
white bread,,98057
Whiting,,99503
Whiting,,99504
Whiting,,99515
Whiting,,99577
Whiting,,99611
Whiting,,99615
Whiting,,99654
Whiting,,99701
Whiting,,99901
Whiting,,97060
Whiting,,98057
whole milk,,99503
whole milk,,99504
whole milk,,99515
whole milk,,99577
whole milk,,99611
whole milk,,99615
whole milk,,99654
whole milk,,99701
whole milk,,99901
whole milk,,97060
whole milk,,98057
Yellow,,99503
Yellow,,99504
Yellow,,99515
Yellow,,99577
Yellow,,99611
Yellow,,99615
Yellow,,99654
Yellow,,99701
Yellow,,99901
Yellow,,97060
Yellow,,98057
yogurt,,99503
yogurt,,99504
yogurt,,99515
yogurt,,99577
yogurt,,99611
yogurt,,99615
yogurt,,99654
yogurt,,99701
yogurt,,99901
yogurt,,97060
yogurt,,98057
zucchini,,99503
zucchini,,99504
zucchini,,99515
zucchini,,99577
zucchini,,99611
zucchini,,99615
zucchini,,99654
zucchini,,99701
zucchini,,99901
zucchini,,97060
zucchini,,98057
